,State,1,Crop,3,District,Year,Season,16,Area (ha),22,23,Production (t),27,29,Yield (t/ha)
20239,,,,,,2006-07,Rabi,,12.0,,,5.0,,,0.41666666666666663
20240,,,,,,2007-08,Summer,,2.0,,,1.0,,,0.5
20241,,,,,,2009-10,Rabi,,1.0,,,1.0,,,1.0
20242,,,,,,2010-11,Rabi,,3.0,,,2.0,,,0.6666666666666667
20243,,,,,,2012-13,Summer,,3.0,,,2.0,,,0.6666666666666667
20244,,,,,NAINITAL,,,,,,,,,,
20245,,,,,,2000-01,Rabi,,2.0,,,1.0,,,0.5
20246,,,,,,2001-02,Kharif,,1.0,,,,,,
20247,,,,,,,Rabi,,6.0,,,2.0,,,0.33333333333333337
20248,,,,,,,Total ,,7.0,2.0,,,0.28571428571428575,,
20249,,,,,,2004-05,Kharif,,1.0,,,,,,
20250,,,,,,2007-08,Kharif,,4.0,,,1.0,,,0.25
20251,,,,,,2008-09,Kharif,,2.0,,,1.0,,,0.5
20252,,,,,,2009-10,Kharif,,1.0,,,1.0,,,1.0
20253,,,,,,2010-11,Kharif,,2.0,,,1.0,,,0.5
20254,,,,,UDHAM SINGH NAGAR,,,,,,,,,,
20255,,,,,,2000-01,Kharif,,40.0,,,14.0,,,0.35
20256,,,,,,,Rabi,,36.0,,,10.0,,,0.2777777777777778
20257,,,,,,,Total ,,76.0,24.0,,,0.3157894736842105,,
20258,,,,,,2001-02,Kharif,,53.0,,,27.0,,,0.5094339622641509
20259,,,,,,,Rabi,,22.0,,,6.0,,,0.2727272727272727
20260,,,,,,,Total ,,75.0,33.0,,,0.44,,
20261,,,,,,2002-03,Kharif,,71.0,,,20.0,,,0.28169014084507044
20262,,,,,,,Rabi,,28.0,,,7.0,,,0.25
20263,,,,,,,Total ,,99.0,27.0,,,0.2727272727272727,,
20264,,,,,,2003-04,Kharif,,9.0,,,3.0,,,0.33333333333333337
20265,,,,,,,Summer,,17.0,,,5.0,,,0.29411764705882354
20266,,,,,,,Total ,,26.0,8.0,,,0.3076923076923077,,
20267,,,,,,2004-05,Summer,,6.0,,,2.0,,,0.33333333333333337
20268,,,,,,2005-06,Summer,,15.0,,,7.0,,,0.4666666666666666
20269,,,,,,2006-07,Kharif,,1.0,,,1.0,,,1.0
20270,,,,,,,Rabi,,18.0,,,8.0,,,0.4444444444444444
20271,,,,,,,Total ,,19.0,9.0,,,0.4736842105263158,,
20272,,,,,,2007-08,Kharif,,2.0,,,1.0,,,0.5
20273,,,,,,,Summer,,11.0,,,5.0,,,0.45454545454545453
20274,,,,,,,Total ,,13.0,6.0,,,0.4615384615384615,,
20275,,,,,,2008-09,Kharif,,50.0,,,23.0,,,0.46
20276,,,,,,2009-10,Kharif,,7.0,,,5.0,,,0.7142857142857143
20277,,,,,,,Rabi,,7.0,,,5.0,,,0.7142857142857143
20278,,,,,,,Total ,,14.0,10.0,,,0.7142857142857143,,
20279,,,,,,2010-11,Kharif,,100.0,,,53.0,,,0.53
20280,,,,,,,Rabi,,13.0,,,7.0,,,0.5384615384615384
20281,,,,,,,Total ,,113.0,60.0,,,0.5309734513274337,,
20282,,,,,,2011-12,Summer,,3.0,,,2.0,,,0.6666666666666667
20283,,,,,,2012-13,Summer,,9.0,,,7.0,,,0.7777777777777777
20284,UTTARANCHAL,,,,,,,,,,,,,,
20285,,,Masoor,,,,,,,,,,,,
20286,,,,,ALMORA,,,,,,,,,,
20287,,,,,,2000-01,Rabi,,1083.0,,,552.0,,,0.5096952908587258
20288,,,,,,2001-02,Rabi,,1743.0,,,882.0,,,0.5060240963855421
20289,,,,,,2002-03,Rabi,,1265.0,,,595.0,,,0.4703557312252964
20290,,,,,,2003-04,Rabi,,354.0,,,221.0,,,0.6242937853107344
20291,,,,,,2004-05,Rabi,,118.0,,,71.0,,,0.6016949152542374
20292,,,,,,2005-06,Rabi,,1278.0,,,575.0,,,0.44992175273865415
20293,,,,,,2006-07,Rabi,,954.0,,,353.0,,,0.370020964360587
20294,,,,,,2007-08,Rabi,,1321.0,,,528.0,,,0.3996971990915973
20295,,,,,,2008-09,Rabi,,1055.0,,,285.0,,,0.27014218009478674
20296,,,,,,2009-10,Rabi,,911.0,,,507.0,,,0.5565312843029637
20297,,,,,,2010-11,Rabi,,908.0,,,386.0,,,0.4251101321585903
20298,,,,,,2011-12,Rabi,,855.0,,,837.0,,,0.9789473684210526
20299,,,,,,2012-13,Rabi,,797.0,,,195.0,,,0.24466750313676286
20300,,,,,BAGESHWAR,,,,,,,,,,
20301,,,,,,2000-01,Rabi,,1079.0,,,593.0,,,0.5495829471733087
20302,,,,,,2001-02,Rabi,,968.0,,,523.0,,,0.5402892561983471
20303,,,,,,2002-03,Rabi,,986.0,,,444.0,,,0.45030425963488846
20304,,,,,,2003-04,Rabi,,1571.0,,,829.0,,,0.527689369828135
20305,,,,,,2004-05,Rabi,,1193.0,,,716.0,,,0.6001676445934618
20306,,,,,,2005-06,Rabi,,1040.0,,,530.0,,,0.5096153846153846
20307,,,,,,2006-07,Rabi,,1264.0,,,569.0,,,0.4501582278481013
20308,,,,,,2007-08,Rabi,,1040.0,,,442.0,,,0.425
20309,,,,,,2008-09,Rabi,,1036.0,,,285.0,,,0.2750965250965251
20310,,,,,,2009-10,Rabi,,1356.0,,,919.0,,,0.6777286135693216
20311,,,,,,2010-11,Rabi,,1401.0,,,965.0,,,0.6887937187723056
20312,,,,,,2011-12,Rabi,,1437.0,,,1130.0,,,0.7863604732080723
20313,,,,,,2012-13,Rabi,,1211.0,,,766.0,,,0.6325350949628405
20314,,,,,CHAMOLI,,,,,,,,,,
20315,,,,,,2000-01,Rabi,,67.0,,,27.0,,,0.40298507462686567
20316,,,,,,2001-02,Rabi,,35.0,,,14.0,,,0.4
20317,,,,,,2002-03,Rabi,,49.0,,,15.0,,,0.30612244897959184
20318,,,,,,2003-04,Rabi,,74.0,,,43.0,,,0.581081081081081
20319,,,,,,2004-05,Rabi,,45.0,,,27.0,,,0.6
20320,,,,,,2005-06,Rabi,,52.0,,,27.0,,,0.5192307692307692
20321,,,,,,2006-07,Rabi,,61.0,,,37.0,,,0.6065573770491803
20322,,,,,,2007-08,Rabi,,44.0,,,20.0,,,0.45454545454545453
20323,,,,,,2008-09,Rabi,,42.0,,,13.0,,,0.30952380952380953
20324,,,,,,2009-10,Rabi,,85.0,,,50.0,,,0.5882352941176471
20325,,,,,,2010-11,Rabi,,33.0,,,20.0,,,0.6060606060606061
20326,,,,,,2011-12,Rabi,,80.0,,,49.0,,,0.6125
20327,,,,,,2012-13,Rabi,,52.0,,,42.0,,,0.8076923076923077
20328,,,,,CHAMPAWAT,,,,,,,,,,
20329,,,,,,2000-01,Rabi,,1025.0,,,513.0,,,0.5004878048780488
20330,,,,,,2001-02,Rabi,,1154.0,,,576.0,,,0.49913344887348354
20331,,,,,,2002-03,Rabi,,1172.0,,,492.0,,,0.41979522184300344
20332,,,,,,2003-04,Rabi,,1059.0,,,608.0,,,0.5741265344664778
20333,,,,,,2004-05,Rabi,,1232.0,,,616.0,,,0.5
20334,,,,,,2005-06,Rabi,,931.0,,,456.0,,,0.4897959183673469
20335,,,,,,2006-07,Rabi,,1126.0,,,439.0,,,0.3898756660746004
20336,UTTARANCHAL,,,,,,,,,,,,,,
20337,,,Masoor,,,,,,,,,,,,
20338,,,,,CHAMPAWAT,,,,,,,,,,
20339,,,,,,2007-08,Rabi,,619.0,,,217.0,,,0.35056542810985464
20340,,,,,,2008-09,Rabi,,855.0,,,235.0,,,0.27485380116959063
20341,,,,,,2009-10,Rabi,,598.0,,,419.0,,,0.7006688963210702
20342,,,,,,2010-11,Rabi,,719.0,,,528.0,,,0.7343532684283727
20343,,,,,,2011-12,Rabi,,841.0,,,815.0,,,0.9690844233055885
20344,,,,,,2012-13,Rabi,,869.0,,,981.0,,,1.1288837744533948
20345,,,,,DEHARDUN,,,,,,,,,,
20346,,,,,,2000-01,Rabi,,712.0,,,406.0,,,0.5702247191011236
20347,,,,,,2001-02,Rabi,,448.0,,,259.0,,,0.578125
20348,,,,,,2002-03,Rabi,,785.0,,,397.0,,,0.5057324840764331
20349,,,,,,2003-04,Rabi,,581.0,,,304.0,,,0.5232358003442341
20350,,,,,,2004-05,Rabi,,583.0,,,340.0,,,0.5831903945111493
20351,,,,,,2005-06,Rabi,,565.0,,,294.0,,,0.5203539823008849
20352,,,,,,2006-07,Rabi,,496.0,,,301.0,,,0.6068548387096775
20353,,,,,,2007-08,Rabi,,510.0,,,318.0,,,0.6235294117647059
20354,,,,,,2008-09,Rabi,,426.0,,,176.0,,,0.41314553990610325
20355,,,,,,2009-10,Rabi,,432.0,,,259.0,,,0.599537037037037
20356,,,,,,2010-11,Rabi,,410.0,,,286.0,,,0.697560975609756
20357,,,,,,2011-12,Rabi,,446.0,,,293.0,,,0.6569506726457399
20358,,,,,,2012-13,Rabi,,390.0,,,283.0,,,0.7256410256410257
20359,,,,,HARIDWAR,,,,,,,,,,
20360,,,,,,2000-01,Rabi,,2061.0,,,1237.0,,,0.6001940805434256
20361,,,,,,2001-02,Rabi,,1561.0,,,904.0,,,0.5791159513132608
20362,,,,,,2002-03,Rabi,,1613.0,,,807.0,,,0.5003099814011159
20363,,,,,,2003-04,Rabi,,1306.0,,,781.0,,,0.5980091883614089
20364,,,,,,2004-05,Rabi,,1371.0,,,823.0,,,0.600291757840992
20365,,,,,,2005-06,Rabi,,1051.0,,,322.0,,,0.30637488106565175
20366,,,,,,2006-07,Rabi,,915.0,,,641.0,,,0.7005464480874316
20367,,,,,,2007-08,Rabi,,563.0,,,310.0,,,0.5506216696269982
20368,,,,,,2008-09,Rabi,,647.0,,,450.0,,,0.6955177743431221
20369,,,,,,2009-10,Rabi,,539.0,,,320.0,,,0.5936920222634509
20370,,,,,,2010-11,Rabi,,453.0,,,366.0,,,0.8079470198675497
20371,,,,,,2011-12,Rabi,,474.0,,,302.0,,,0.6371308016877637
20372,,,,,,2012-13,Rabi,,350.0,,,169.0,,,0.4828571428571429
20373,,,,,NAINITAL,,,,,,,,,,
20374,,,,,,2000-01,Rabi,,494.0,,,278.0,,,0.562753036437247
20375,,,,,,2001-02,Rabi,,447.0,,,251.0,,,0.5615212527964206
20376,,,,,,2002-03,Rabi,,445.0,,,196.0,,,0.4404494382022472
20377,,,,,,2003-04,Rabi,,551.0,,,385.0,,,0.6987295825771325
20378,,,,,,2004-05,Rabi,,446.0,,,342.0,,,0.7668161434977578
20379,,,,,,2005-06,Rabi,,454.0,,,232.0,,,0.5110132158590308
20380,,,,,,2006-07,Rabi,,424.0,,,349.0,,,0.8231132075471699
20381,,,,,,2007-08,Rabi,,452.0,,,289.0,,,0.6393805309734514
20382,,,,,,2008-09,Rabi,,384.0,,,186.0,,,0.484375
20383,,,,,,2009-10,Rabi,,378.0,,,259.0,,,0.6851851851851852
20384,,,,,,2010-11,Rabi,,376.0,,,216.0,,,0.574468085106383
20385,,,,,,2011-12,Rabi,,339.0,,,249.0,,,0.7345132743362832
20386,,,,,,2012-13,Rabi,,362.0,,,266.0,,,0.7348066298342542
20387,,,,,PAURI GARHWAL,,,,,,,,,,
20388,UTTARANCHAL,,,,,,,,,,,,,,
20389,,,Masoor,,,,,,,,,,,,
20390,,,,,PAURI GARHWAL,,,,,,,,,,
20391,,,,,,2000-01,Rabi,,813.0,,,350.0,,,0.43050430504305043
20392,,,,,,2001-02,Rabi,,766.0,,,325.0,,,0.4242819843342036
20393,,,,,,2002-03,Rabi,,972.0,,,379.0,,,0.38991769547325106
20394,,,,,,2003-04,Rabi,,234.0,,,161.0,,,0.688034188034188
20395,,,,,,2004-05,Rabi,,320.0,,,192.0,,,0.6
20396,,,,,,2005-06,Rabi,,917.0,,,459.0,,,0.5005452562704471
20397,,,,,,2006-07,Rabi,,994.0,,,646.0,,,0.6498993963782697
20398,,,,,,2007-08,Rabi,,994.0,,,398.0,,,0.4004024144869215
20399,,,,,,2008-09,Rabi,,863.0,,,388.0,,,0.4495944380069525
20400,,,,,,2009-10,Rabi,,842.0,,,557.0,,,0.661520190023753
20401,,,,,,2010-11,Rabi,,960.0,,,508.0,,,0.5291666666666667
20402,,,,,,2011-12,Rabi,,847.0,,,505.0,,,0.5962219598583235
20403,,,,,,2012-13,Rabi,,1493.0,,,1190.0,,,0.797052913596785
20404,,,,,PITHORAGARH,,,,,,,,,,
20405,,,,,,2000-01,Rabi,,4347.0,,,2174.0,,,0.5001150218541524
20406,,,,,,2001-02,Rabi,,4268.0,,,2130.0,,,0.4990627928772258
20407,,,,,,2002-03,Rabi,,4369.0,,,1791.0,,,0.40993362325474936
20408,,,,,,2003-04,Rabi,,3747.0,,,2398.0,,,0.6399786495863357
20409,,,,,,2004-05,Rabi,,4807.0,,,2884.0,,,0.5999583940087373
20410,,,,,,2005-06,Rabi,,4341.0,,,2474.0,,,0.5699147661829072
20411,,,,,,2006-07,Rabi,,4225.0,,,1268.0,,,0.30011834319526626
20412,,,,,,2007-08,Rabi,,3514.0,,,1370.0,,,0.3898690950483779
20413,,,,,,2008-09,Rabi,,3745.0,,,1311.0,,,0.3500667556742323
20414,,,,,,2009-10,Rabi,,3965.0,,,1784.0,,,0.449936948297604
20415,,,,,,2010-11,Rabi,,4196.0,,,3462.0,,,0.8250714966634891
20416,,,,,,2011-12,Rabi,,4092.0,,,3722.0,,,0.9095796676441837
20417,,,,,,2012-13,Rabi,,3963.0,,,4065.0,,,1.0257380772142317
20418,,,,,RUDRAPRAYAG,,,,,,,,,,
20419,,,,,,2000-01,Rabi,,56.0,,,23.0,,,0.4107142857142857
20420,,,,,,2001-02,Rabi,,52.0,,,21.0,,,0.40384615384615385
20421,,,,,,2002-03,Rabi,,29.0,,,11.0,,,0.3793103448275862
20422,,,,,,2003-04,Rabi,,30.0,,,21.0,,,0.7
20423,,,,,,2004-05,Rabi,,58.0,,,41.0,,,0.7068965517241379
20424,,,,,,2005-06,Rabi,,63.0,,,30.0,,,0.4761904761904762
20425,,,,,,2006-07,Rabi,,42.0,,,15.0,,,0.35714285714285715
20426,,,,,,2007-08,Rabi,,8.0,,,3.0,,,0.375
20427,,,,,,2008-09,Rabi,,10.0,,,3.0,,,0.3
20428,,,,,,2009-10,Rabi,,46.0,,,26.0,,,0.5652173913043478
20429,,,,,,2010-11,Rabi,,43.0,,,35.0,,,0.813953488372093
20430,,,,,,2011-12,Rabi,,27.0,,,16.0,,,0.5925925925925926
20431,,,,,,2012-13,Rabi,,32.0,,,26.0,,,0.8125
20432,,,,,TEHRI GARWAL,,,,,,,,,,
20433,,,,,,2000-01,Rabi,,1254.0,,,589.0,,,0.46969696969696967
20434,,,,,,2001-02,Rabi,,1043.0,,,490.0,,,0.4697986577181208
20435,,,,,,2002-03,Rabi,,960.0,,,384.0,,,0.4
20436,,,,,,2003-04,Rabi,,620.0,,,370.0,,,0.5967741935483871
20437,,,,,,2004-05,Rabi,,626.0,,,376.0,,,0.6006389776357828
20438,,,,,,2005-06,Rabi,,1230.0,,,615.0,,,0.5
20439,,,,,,2006-07,Rabi,,1145.0,,,344.0,,,0.3004366812227074
20440,UTTARANCHAL,,,,,,,,,,,,,,
20441,,,Masoor,,,,,,,,,,,,
20442,,,,,TEHRI GARWAL,,,,,,,,,,
20443,,,,,,2007-08,Rabi,,989.0,,,465.0,,,0.47017189079878663
20444,,,,,,2008-09,Rabi,,1217.0,,,323.0,,,0.2654067378800329
20445,,,,,,2009-10,Rabi,,918.0,,,669.0,,,0.7287581699346406
20446,,,,,,2010-11,Rabi,,977.0,,,987.0,,,1.0102354145342887
20447,,,,,,2011-12,Rabi,,1016.0,,,743.0,,,0.7312992125984252
20448,,,,,,2012-13,Rabi,,1061.0,,,791.0,,,0.7455230914231856
20449,,,,,UDHAM SINGH NAGAR,,,,,,,,,,
20450,,,,,,2000-01,Rabi,,1949.0,,,1228.0,,,0.6300667008722421
20451,,,,,,2001-02,Rabi,,1878.0,,,1127.0,,,0.6001064962726305
20452,,,,,,2002-03,Rabi,,1461.0,,,760.0,,,0.5201916495550992
20453,,,,,,2003-04,Rabi,,1241.0,,,943.0,,,0.7598710717163578
20454,,,,,,2004-05,Rabi,,709.0,,,425.0,,,0.5994358251057829
20455,,,,,,2005-06,Rabi,,721.0,,,252.0,,,0.34951456310679613
20456,,,,,,2006-07,Rabi,,634.0,,,666.0,,,1.0504731861198737
20457,,,,,,2007-08,Rabi,,422.0,,,401.0,,,0.9502369668246446
20458,,,,,,2008-09,Rabi,,378.0,,,263.0,,,0.6957671957671958
20459,,,,,,2009-10,Rabi,,382.0,,,252.0,,,0.6596858638743456
20460,,,,,,2010-11,Rabi,,302.0,,,174.0,,,0.5761589403973509
20461,,,,,,2011-12,Rabi,,280.0,,,206.0,,,0.7357142857142857
20462,,,,,,2012-13,Rabi,,289.0,,,111.0,,,0.384083044982699
20463,,,,,UTTARKASHI,,,,,,,,,,
20464,,,,,,2000-01,Rabi,,350.0,,,186.0,,,0.5314285714285715
20465,,,,,,2001-02,Rabi,,286.0,,,149.0,,,0.520979020979021
20466,,,,,,2002-03,Rabi,,345.0,,,166.0,,,0.4811594202898551
20467,,,,,,2003-04,Rabi,,250.0,,,104.0,,,0.41600000000000004
20468,,,,,,2004-05,Rabi,,295.0,,,148.0,,,0.5016949152542373
20469,,,,,,2005-06,Rabi,,329.0,,,156.0,,,0.4741641337386018
20470,,,,,,2006-07,Rabi,,397.0,,,218.0,,,0.5491183879093199
20471,,,,,,2007-08,Rabi,,397.0,,,189.0,,,0.47607052896725444
20472,,,,,,2008-09,Rabi,,329.0,,,74.0,,,0.22492401215805471
20473,,,,,,2009-10,Rabi,,340.0,,,201.0,,,0.5911764705882353
20474,,,,,,2010-11,Rabi,,249.0,,,303.0,,,1.216867469879518
20475,,,,,,2011-12,Rabi,,244.0,,,178.0,,,0.7295081967213115
20476,,,,,,2012-13,Rabi,,206.0,,,154.0,,,0.7475728155339806
20477,,,Moth,,,,,,,,,,,,
20478,,,,,CHAMPAWAT,,,,,,,,,,
20479,,,,,,2001-02,Kharif,,4.0,,,1.0,,,0.25
20480,,,,,DEHARDUN,,,,,,,,,,
20481,,,,,,2000-01,Kharif,,6.0,,,2.0,,,0.33333333333333337
20482,,,,,,2008-09,Kharif,,281.0,,,98.0,,,0.3487544483985765
20483,,,,,,2010-11,Kharif,,5.0,,,2.0,,,0.4
20484,,,,,,2011-12,Kharif,,1.0,,,1.0,,,1.0
20485,,,,,,2012-13,Kharif,,3.0,,,1.0,,,0.33333333333333337
20486,,,,,NAINITAL,,,,,,,,,,
20487,,,,,,2000-01,Kharif,,38.0,,,15.0,,,0.39473684210526316
20488,,,,,,2001-02,Kharif,,7.0,,,3.0,,,0.42857142857142855
20489,,,,,,2003-04,Kharif,,2.0,,,1.0,,,0.5
20490,,,,,,2004-05,Kharif,,4.0,,,1.0,,,0.25
20491,,,,,,2005-06,Kharif,,9.0,,,3.0,,,0.33333333333333337
20492,UTTARANCHAL,,,,,,,,,,,,,,
20493,,,Moth,,,,,,,,,,,,
20494,,,,,NAINITAL,,,,,,,,,,
20495,,,,,,2006-07,Kharif,,10.0,,,3.0,,,0.3
20496,,,,,,2007-08,Kharif,,8.0,,,3.0,,,0.375
20497,,,,,,2008-09,Kharif,,62.0,,,22.0,,,0.3548387096774194
20498,,,,,,2009-10,Kharif,,18.0,,,7.0,,,0.38888888888888884
20499,,,,,,2010-11,Kharif,,17.0,,,7.0,,,0.411764705882353
20500,,,,,,2011-12,Kharif,,1.0,,,1.0,,,1.0
20501,,,,,,2012-13,Kharif,,17.0,,,7.0,,,0.411764705882353
20502,,,HorseGram,,,,,,,,,,,,
20503,,,,,ALMORA,,,,,,,,,,
20504,,,,,,2000-01,Kharif,,1244.0,,,684.0,,,0.5498392282958199
20505,,,,,,2001-02,Kharif,,1146.0,,,573.0,,,0.5
20506,,,,,,2002-03,Kharif,,1307.0,,,614.0,,,0.46977811782708495
20507,,,,,,2003-04,Kharif,,1268.0,,,1014.0,,,0.7996845425867508
20508,,,,,,2004-05,Kharif,,1192.0,,,834.0,,,0.6996644295302014
20509,,,,,,2005-06,Kharif,,1436.0,,,808.0,,,0.5626740947075209
20510,,,,,,2006-07,Kharif,,1266.0,,,968.0,,,0.7646129541864138
20511,,,,,,2007-08,Kharif,,1478.0,,,1153.0,,,0.7801082543978349
20512,,,,,,2008-09,Kharif,,1303.0,,,1016.0,,,0.7797390636991558
20513,,,,,,2009-10,Kharif,,1523.0,,,1188.0,,,0.7800393959290873
20514,,,,,,2010-11,Kharif,,1782.0,,,1408.0,,,0.7901234567901234
20515,,,,,,2011-12,Kharif,,1282.0,,,1020.0,,,0.7956318252730109
20516,,,,,,2012-13,Kharif,,1587.0,,,1270.0,,,0.8002520478890989
20517,,,,,BAGESHWAR,,,,,,,,,,
20518,,,,,,2000-01,Kharif,,287.0,,,215.0,,,0.7491289198606271
20519,,,,,,2001-02,Kharif,,298.0,,,158.0,,,0.5302013422818792
20520,,,,,,2002-03,Kharif,,151.0,,,91.0,,,0.6026490066225165
20521,,,,,,2003-04,Kharif,,63.0,,,46.0,,,0.7301587301587301
20522,,,,,,2004-05,Kharif,,358.0,,,251.0,,,0.7011173184357541
20523,,,,,,2005-06,Kharif,,29.0,,,17.0,,,0.5862068965517241
20524,,,,,,2006-07,Kharif,,17.0,,,14.0,,,0.823529411764706
20525,,,,,,2007-08,Kharif,,18.0,,,17.0,,,0.9444444444444444
20526,,,,,,2008-09,Kharif,,255.0,,,242.0,,,0.9490196078431373
20527,,,,,,2009-10,Kharif,,270.0,,,234.0,,,0.8666666666666667
20528,,,,,,2010-11,Kharif,,234.0,,,214.0,,,0.9145299145299145
20529,,,,,,2011-12,Kharif,,239.0,,,206.0,,,0.8619246861924686
20530,,,,,,2012-13,Kharif,,441.0,,,367.0,,,0.8321995464852608
20531,,,,,CHAMOLI,,,,,,,,,,
20532,,,,,,2000-01,Kharif,,392.0,,,235.0,,,0.5994897959183674
20533,,,,,,2001-02,Kharif,,321.0,,,177.0,,,0.5514018691588786
20534,,,,,,2002-03,Kharif,,211.0,,,116.0,,,0.5497630331753555
20535,,,,,,2003-04,Kharif,,236.0,,,198.0,,,0.8389830508474576
20536,,,,,,2004-05,Kharif,,366.0,,,275.0,,,0.7513661202185793
20537,,,,,,2005-06,Kharif,,258.0,,,199.0,,,0.7713178294573644
20538,,,,,,2006-07,Kharif,,361.0,,,188.0,,,0.520775623268698
20539,,,,,,2007-08,Kharif,,310.0,,,225.0,,,0.7258064516129032
20540,,,,,,2008-09,Kharif,,369.0,,,268.0,,,0.7262872628726288
20541,,,,,,2009-10,Kharif,,421.0,,,220.0,,,0.5225653206650831
20542,,,,,,2010-11,Kharif,,406.0,,,421.0,,,1.0369458128078817
20543,,,,,,2011-12,Kharif,,334.0,,,286.0,,,0.8562874251497006
20544,UTTARANCHAL,,,,,,,,,,,,,,
20545,,,HorseGram,,,,,,,,,,,,
20546,,,,,CHAMOLI,,,,,,,,,,
20547,,,,,,2012-13,Kharif,,373.0,,,404.0,,,1.0831099195710456
20548,,,,,CHAMPAWAT,,,,,,,,,,
20549,,,,,,2000-01,Kharif,,423.0,,,212.0,,,0.5011820330969268
20550,,,,,,2003-04,Kharif,,196.0,,,151.0,,,0.7704081632653061
20551,,,,,,2004-05,Kharif,,21.0,,,15.0,,,0.7142857142857143
20552,,,,,,2005-06,Kharif,,27.0,,,17.0,,,0.6296296296296297
20553,,,,,,2006-07,Kharif,,5.0,,,3.0,,,0.6
20554,,,,,,2007-08,Kharif,,140.0,,,77.0,,,0.55
20555,,,,,,2008-09,Kharif,,190.0,,,105.0,,,0.5526315789473685
20556,,,,,,2009-10,Kharif,,98.0,,,54.0,,,0.5510204081632653
20557,,,,,,2010-11,Kharif,,15.0,,,9.0,,,0.6
20558,,,,,,2011-12,Kharif,,630.0,,,365.0,,,0.5793650793650794
20559,,,,,,2012-13,Kharif,,785.0,,,453.0,,,0.5770700636942675
20560,,,,,DEHARDUN,,,,,,,,,,
20561,,,,,,2000-01,Kharif,,690.0,,,353.0,,,0.5115942028985507
20562,,,,,,2001-02,Kharif,,462.0,,,208.0,,,0.45021645021645024
20563,,,,,,2002-03,Kharif,,511.0,,,245.0,,,0.4794520547945206
20564,,,,,,2003-04,Kharif,,430.0,,,315.0,,,0.7325581395348837
20565,,,,,,2004-05,Kharif,,190.0,,,143.0,,,0.7526315789473683
20566,,,,,,2005-06,Kharif,,475.0,,,296.0,,,0.6231578947368421
20567,,,,,,2006-07,Kharif,,636.0,,,401.0,,,0.6305031446540881
20568,,,,,,2007-08,Kharif,,652.0,,,619.0,,,0.9493865030674847
20569,,,,,,2008-09,Kharif,,561.0,,,533.0,,,0.9500891265597149
20570,,,,,,2009-10,Kharif,,604.0,,,574.0,,,0.9503311258278145
20571,,,,,,2010-11,Kharif,,722.0,,,614.0,,,0.850415512465374
20572,,,,,,2011-12,Kharif,,717.0,,,538.0,,,0.7503486750348675
20573,,,,,,2012-13,Kharif,,668.0,,,307.0,,,0.4595808383233533
20574,,,,,NAINITAL,,,,,,,,,,
20575,,,,,,2000-01,Kharif,,638.0,,,338.0,,,0.5297805642633229
20576,,,,,,2001-02,Kharif,,609.0,,,305.0,,,0.5008210180623973
20577,,,,,,2002-03,Kharif,,443.0,,,213.0,,,0.48081264108352145
20578,,,,,,2003-04,Kharif,,507.0,,,371.0,,,0.7317554240631163
20579,,,,,,2004-05,Kharif,,502.0,,,351.0,,,0.6992031872509961
20580,,,,,,2005-06,Kharif,,688.0,,,396.0,,,0.5755813953488372
20581,,,,,,2006-07,Kharif,,391.0,,,266.0,,,0.6803069053708439
20582,,,,,,2007-08,Kharif,,769.0,,,577.0,,,0.7503250975292588
20583,,,,,,2008-09,Kharif,,800.0,,,600.0,,,0.75
20584,,,,,,2009-10,Kharif,,557.0,,,418.0,,,0.7504488330341113
20585,,,,,,2010-11,Kharif,,866.0,,,659.0,,,0.7609699769053119
20586,,,,,,2011-12,Kharif,,557.0,,,426.0,,,0.7648114901256733
20587,,,,,,2012-13,Kharif,,713.0,,,538.0,,,0.7545582047685835
20588,,,,,PAURI GARHWAL,,,,,,,,,,
20589,,,,,,2000-01,Kharif,,1656.0,,,911.0,,,0.5501207729468599
20590,,,,,,2001-02,Kharif,,1491.0,,,746.0,,,0.500335345405768
20591,,,,,,2002-03,Kharif,,1686.0,,,792.0,,,0.4697508896797153
20592,,,,,,2003-04,Kharif,,1910.0,,,1188.0,,,0.6219895287958115
20593,,,,,,2004-05,Kharif,,2198.0,,,1583.0,,,0.7202001819836216
20594,,,,,,2005-06,Kharif,,1917.0,,,1267.0,,,0.6609285341679708
20595,,,,,,2006-07,Kharif,,2050.0,,,1439.0,,,0.7019512195121951
20596,UTTARANCHAL,,,,,,,,,,,,,,
20597,,,HorseGram,,,,,,,,,,,,
20598,,,,,PAURI GARHWAL,,,,,,,,,,
20599,,,,,,2007-08,Kharif,,1462.0,,,1181.0,,,0.807797537619699
20600,,,,,,2008-09,Kharif,,1515.0,,,1224.0,,,0.807920792079208
20601,,,,,,2009-10,Kharif,,1875.0,,,677.0,,,0.3610666666666667
20602,,,,,,2010-11,Kharif,,1479.0,,,1124.0,,,0.7599729546991211
20603,,,,,,2011-12,Kharif,,1843.0,,,1294.0,,,0.7021161150298427
20604,,,,,,2012-13,Kharif,,1824.0,,,1069.0,,,0.5860745614035088
20605,,,,,PITHORAGARH,,,,,,,,,,
20606,,,,,,2000-01,Kharif,,134.0,,,80.0,,,0.5970149253731344
20607,,,,,,2002-03,Kharif,,267.0,,,147.0,,,0.550561797752809
20608,,,,,,2003-04,Kharif,,118.0,,,96.0,,,0.8135593220338982
20609,,,,,,2004-05,Kharif,,377.0,,,279.0,,,0.7400530503978779
